deidentified_id_code,gender,gender_other,term,age,r_mem_s_4_text,r_mem_s_13_valence,race_primary,birth_country,ethnic_identify,ethnic_other,,,
5098,Woman,[Decline to Answer],F19,19,Reading with my grandma,1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
5500,Woman,n/a,W20,22,The happiness and calmness I felt when I was in this position. It was cold but my heart felt warm. I was happier than i thought I could be.,1,"South Asian (e.g. Pakistani, Indian)",Canada,Canadian,[Decline to Answer],,,
5505,Woman,"I did not answer ""I prefer to self identify""",W20,20,remembering events from elementary school and middle school,1,Hispanic,Canada,Spanish,[Decline to Answer],,,
5508,Woman,[Decline to Answer],W20,23,"Playing with a ring around the rosie doll when I was maybe 2-3. Pink bathroom at my grandmother's farmhouse, sitting in the middle of the floor.",1,White/Caucasian,Canada,German,[Decline to Answer],,,
5511,Woman,[Decline to Answer],W20,21,Memories about a friend that moved away. I remember studying and having fun with them and how much I miss them.,1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Cantonese,[Decline to Answer],,,
5514,Woman,[Decline to Answer],W20,20,"Replaying an interaction between another person and I. I was able to recall the environment (incorporating certain scents, and temperature changes). Furthermore, recalling the memory also recalled the corresponding feelings associated with it, to which I was able to re-experience almost to full capacity.",1,White/Caucasian,Canada,Portuguese,[Decline to Answer],,,
5521,Woman,[Decline to Answer],W20,19,Remembering the trips my family and I used to take when I was younger,1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Phillipines,Filipino,[Decline to Answer],,,
5534,Woman,[Decline to Answer],W20,19,I remembered a funny moment from a party I had attended. I also remembered an experience from highschool recently.,1,"South Asian (e.g. Pakistani, Indian)",Pakistan,Pakistani,[Decline to Answer],,,
5537,Woman,[Decline to Answer],W20,18,Memories involving my ex boyfriend very constantly pop into my head without my own trying.,1,White/Caucasian,Canada,[Decline to Answer],[Decline to Answer],,,
5548,Man,[Decline to Answer],W20,18,"coming back to waterloo from school, just remembered odd happy memories of friends and family",1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
5549,Woman,[Decline to Answer],W20,18,the memory was about this time I traveled outside Canada and went to a church in India. I just remembered being there with my parents and how we all went to get dinner after words,1,"South Asian (e.g. Pakistani, Indian)",Sri Lanka,Sri Lankan,[Decline to Answer],,,
5553,Woman,[Decline to Answer],W20,18,"Remembering family gatherings, what my family asked me during those times. I remembered where I was and who I was with.",1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
5554,Man,[Decline to Answer],W20,19,Childhood memories with my family. Brief events that are funny or very uplifting with positive emotions,1,Mixed,Canada,Canadian,[Decline to Answer],,,
5556,Man,I did not,W20,20,Previous moment that occurred in my life.,1,"South Asian (e.g. Pakistani, Indian)",Canada,[Decline to Answer],[Decline to Answer],,,
5557,Woman,[Decline to Answer],W20,18,The feeling of meeting someone once again. Saw an old friend back home and memories came flooding back about our childhood together. Memories such as playing together in a park.,1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Canada,Vietnamese,[Decline to Answer],,,
5558,Woman,[Decline to Answer],W20,18,"Memories of a family member who passed away. When going about my day, I will encounter things or engage in activities that trigger memories of this person. This causes frequent recollection of these memories popping into my mind as I go about my daily routine.",1,White/Caucasian,Belgum,Swedish,[Decline to Answer],,,
5560,Woman,[Decline to Answer],W20,18,"events that happen between my friends and family, previous relationship",1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Canada,Vietnamese,[Decline to Answer],,,
5564,Woman,[Decline to Answer],W20,18,My last recollection was that I wished things were different in my life. That if i made different decision things in my life could be so different.,1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
5570,Man,[Decline to Answer],W20,19,"One memory from when i was 5 years old in school arose.
The memory was about these twin girls who made lips like fish.
They had asked me if I was able to as well.",1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Canada,Cambodian,[Decline to Answer],,,
5576,Woman,[Decline to Answer],W20,19,High school graduation ceremony and preparation for it as well as the celebration dinner and graduation trip.,1,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Vietnam,Other not listed,Thai,,,
5578,Woman,[Decline to Answer],W20,18,"I remembered playing with my cousins in the countryside. At that time, I loved to play with people who are older than me. Although they had a dialect, I couldn't understand many of the words that my cousins were speaking but it was a very fun time. And this doesn't happen very often because I only get to visit them during events such as New Year, grandma's birthday.",1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Cantonese,[Decline to Answer],,,
5579,Woman,[Decline to Answer],W20,18,"I have had flashbacks to when I was in competitive dance, good memories of spending time with people I love. For example, choreographing routine, competing, teaching classes, and different events I was involved in.",1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
5582,Woman,[Decline to Answer],W20,19,"Me jumping into bed at night when I was younger (maybe 7). The bed had pink barbie princess sheets on it. It'd been snowing that day, so the sky didn't turn completely dark. My younger sister runs in after me",1,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
5586,Woman,[Decline to Answer],W20,18,"Back in elementary school, my friends and I would take an encyclopedia and flip to a random page and act out the event or scenario. We once acted out an adventure game based on the historical event of a 1900s London fire. We ran around the grass and did kart wheels to escape the fire.",1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Chinese,[Decline to Answer],,,
5597,Woman,[Decline to Answer],W20,19,"Riding bikes to school along the river in the spring when I was in middle school, around grade 7. The trees along the shore, wind, the sunshine and my classmates. Im just riding bikes to school and everything is so peaceful and I was happy.",1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
5598,Man,[Decline to Answer],W20,18,I would recall moments traveling and going on vacation with my parents when I was around a couple years old. I recall buying a couple of souviners such as a light-up seal at the gift shop right after a dolphin show. I would then fall asleep in my little cart before we leave.,1,"East Asian (e.g. Chinese, Japanese, Korean)",Hong Kong,Cantonese,[Decline to Answer],,,
5606,Man,[Decline to Answer],W20,19,A lot of things to be honest. Some things remind me of my neglected childhood.,1,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
5607,I prefer not to answer,[Decline to Answer],W20,22,"Memories of my dead relatives in my dreams visiting me and telling me their proud of me and my accomplishments. In particular, my deceased grandfather",1,"South Asian (e.g. Pakistani, Indian)",Canada,Indian (from India),[Decline to Answer],,,
5615,Man,[Decline to Answer],W20,20,"I have spontaneus recollections of seeing past romantic partners. I will remember a small thing from when we were together, like driving in a car together. At the same time, it is hard for me to remember any other events during the day in which the memory took place.",1,Mixed,Canada,Canadian,[Decline to Answer],,,
5618,Man,[Decline to Answer],W20,20,memory of playing a sport and winning.  Very enlighting and  joyful.,1,White/Caucasian,Canada,Chinese,[Decline to Answer],,,
6145,Woman,Na,W20,21,Memory of me having fun with my friends,1,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
6160,Man,[Decline to Answer],W20,20,Memory of a passed away loved one.,1,"South Asian (e.g. Pakistani, Indian)",Canada,Pakistani,[Decline to Answer],,,
6162,Woman,[Decline to Answer],W20,20,Sometimes when i am sad i think randomly remember times when i was younger and was more innocent.,1,"South Asian (e.g. Pakistani, Indian)",Canada,Indian (from India),[Decline to Answer],,,
6174,Man,[Decline to Answer],W20,18,Me and my friends hanging out inside of a classroom after school doing homework and playing fifa.,1,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
6176,Woman,[Decline to Answer],W20,19,the year i graduated from high school. I went back to vancouver with my mom to attend the graduation ceremony.,1,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
6178,Woman,[Decline to Answer],W20,18,i clicked the wrong button- this does not apply to me. i have never experienced this,1,White/Caucasian,Canada,[Decline to Answer],[Decline to Answer],,,
6185,Man,[Decline to Answer],W20,19,"There was a discord call I was in with my friends at roughly 3am the night I broke up with my girlfriend.  It was something all of my closest friends had wanted for a while due to their distaste towards her and in a way it was a long time coming.  I had not messaged anyone, with the exception of one friend but they all came on and joined our group call one by one to talk and joke around in a way I hadn't been able to for months.",1,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
747,Woman,[Decline to Answer],F18,20,"I walk into my grandfather's hospital room with the rest of my family. We're all just chatting, then my grandfather tells a joke to the other tenant of that room. It was unexpected, and everyone laughs.",2,White/Caucasian,Canada,Italian,[Decline to Answer],,,
748,Man,n/a,F18,20,"Being home as a child (before high school). Mostly typical routines like dinner with family, watching tv etc. Pleasant aspects of it, for example playing outside during summer.",2,White/Caucasian,Canada,Canadian,n/a,,,
749,Woman,N/A,F18,19,"Watching movies, hanging out and catching up with friends",2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,N/A,,,
751,Woman,[Decline to Answer],F18,20,Me as a little girl being carried up the stairs by my dad,2,Black/African,Nigeria,African,[Decline to Answer],,,
754,Woman,[Decline to Answer],F18,20,"I remembered the first time my little sister crawled, it came into my mind the image of her rocking back and forth on my mom's bed and then she just started crawling and my mom and I hugged and gave my sister kisses and were so excited.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
757,Woman,[Decline to Answer],F18,19,Remembering things from my childhood,2,White/Caucasian,Romania,Romanian,[Decline to Answer],,,
758,Woman,[Decline to Answer],F18,22,having to hang out with my boyfriends and friends. We had a lot of fun,2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Cantonese,[Decline to Answer],,,
759,Woman,[Decline to Answer],F18,20,This memory is just of laying in bed with my boyfriend. Relaxing and enjoying time together even if we aren't talking but just enjoying each others company in the morning with no worries or plans for the day.,2,White/Caucasian,Canada,British/English,[Decline to Answer],,,
761,Woman,-,F18,20,"The event here is a family trip to Disneyland a couple years back. The amount of happiness we experienced there, the thrill of exploring something new, sticking to plans as a family, spending quality time together etc keeps the memory fresh in my head :')",2,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),-,,,
762,Woman,[Decline to Answer],F18,21,"When I was young my mother used to hug me for a long time, perhaps one or two minutes. She would do so before bed or if I was upset about something or if I hadn't seen her for an extended period of time. When she hugged me for these prolonged periods we used to say ""HUG FOREVER!"" to each other.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
763,Woman,[Decline to Answer],F18,21,"Cuddling on the couch with my ex-. Hearing his breathing, feeling his body heat and falling asleep.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
771,Woman,[Decline to Answer],F18,20,After the death of my beloved grand mother I often times find myself having recollection of the time we spent together in my childhood,2,White/Caucasian,Canada,Italian,[Decline to Answer],,,
773,Man,[Decline to Answer],F18,22,My first date with my girlfriend. Where we were and what we were doing. What we were wearing. What we ate.,2,"South Asian (e.g. Pakistani, Indian)",Canada,Canadian,[Decline to Answer],,,
776,Woman,[Decline to Answer],F18,21,when i met my dog for the first time i remember i almost cried because he was so small and tiny. i held him for the first time and my heart filled with joy and warmth. he was snuggling up against me.,2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
779,Woman,[Decline to Answer],F18,22,"I remember these old, unique toys that my Grandma and Grandpa kept in their house that myself and other cousins use to play with.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
780,Woman,[Decline to Answer],F18,20,the day I met my boyfriend.,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
783,Man,[Decline to Answer],F18,21,Remembering Back in high school when my friends and I went on a road trip. We left the city and just decided to just head to Niagara falls and see what we could find to do down there.,2,West Indian/Caribbean,Jamaica,West Indian/Caribbean,n/a,,,
785,Woman,n/a,F18,48,"My grandson, who is now adopted into another family, laughing with me and throwing himself backwards for me to catch him.  He is about 15 months in this memory, and beautiful.",2,White/Caucasian,Canada,Canadian,n/a,,,
788,Woman,n/a,F18,22,"I have a few, one is watching my grandmother watch a tv show. Another is watching my dog run through my yard. Both are just short clips.",2,White/Caucasian,Canada,Canadian,n/a,,,
789,Woman,NA,F18,21,"The memory of first meeting my boyfriend. So, the party we went to, the night at the bar, getting burritos afterwards, and walking home.",2,White/Caucasian,Canada,Canadian,N/A,,,
791,Man,N/A,F18,23,"Nights out in the city with friends

(I chose this one over more explicit ones)",2,Hispanic,Venezuela,Latin-American,[Decline to Answer],,,
793,Woman,[Decline to Answer],F18,19,"My first game as a varsity athlete. It was very memorable because it was a goal I desired to reach for a long time, and it was memorable for the fact that I reached one of my long term goals.",2,White/Caucasian,Canada,British/English,[Decline to Answer],,,
794,Woman,[Decline to Answer],F18,20,"The memory is of happy times with family and friends. They are vivid memories of experiences of vacations, and first-time experiences. They are provoked when I am not thinking much or when I am with the people in the recollections",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
795,Woman,N/A,F18,20,My mom and step- dad's wedding 9 years ago.  It was beautiful sunny day and everyone was happy.  I remember wearing a pretty flowery dress and dancing the night away with my siblings and cousins.  This memory came back to me after their anniversary this year and looking through old photos and seeing how much love there was in the room.,2,White/Caucasian,Canada,European,[Decline to Answer],,,
796,Woman,N/A,F18,20,I remember when I go home for winter break and my mom makes christmas cookies. I enjoy thinking of home.,2,West Indian/Caribbean,Canada,Guyanese,N/A,,,
798,Woman,[Decline to Answer],F18,19,Being at a concert with my cousin and really enjoying myself.,2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Chinese,[Decline to Answer],,,
801,Woman,[Decline to Answer],F18,22,"My memory of spending time with my family. The memory includes a road trip, so every now and then memories will pop up from that road trip.",2,"South Asian (e.g. Pakistani, Indian)",USA,Pakistani,[Decline to Answer],,,
809,Man,n/a,F18,21,It is typically memories about my most recent work term experience out of country. They occur somewhat randomly (perhaps more when I am bored or less mentally stimulated) but are often quite vivid.,2,White/Caucasian,Canada,Canadian,n/a,,,
811,Woman,na,F18,48,"Different evnts remind me of my son's wedding.  I think about the family that was there, dancing with him, walking him down the aisle and how grateful I am for him and for his wife.",2,White/Caucasian,Canada,Canadian,na,,,
812,Man,[Decline to Answer],F18,21,really passionate sex with a person I used to be romantically involved with,2,Other not listed above,Canada,Other not listed,"Mixed race, Cantonese and Caucasian",,,
814,Woman,[Decline to Answer],F18,18,"Frequent recollection that popped into my mind by itself was about spending my time at my grandma's place as a child. I would just remember the times where I would play outdoor games with my cousins, a time where I am carefree. Also, this event of my life occurred when I was still living in the Philippines.",2,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Phillipines,Filipino,[Decline to Answer],,,
818,Woman,NA,F18,19,"vacation in cuba, dancing with entertainers. Also hanging with boyfriend, chilling together.",2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
820,Woman,[Decline to Answer],F18,19,"My cousin and I were watching a movie and I paused it to go get some popcorn. Little did I know that the freeze-frame looked ridiculous, so we spent the next 10 minutes laughing at it.",2,"South Asian (e.g. Pakistani, Indian)",Canada,Indian (from India),[Decline to Answer],,,
822,Woman,[Decline to Answer],F18,18,I passed by a location where my friends and I went to dinner after our last exam and was reminded about first year of university and our memories together at dinner.,2,White/Caucasian,Canada,Greek,[Decline to Answer],,,
824,Man,[Decline to Answer],F18,18,"my family and I spent Christmas at my grandparents house when I was younger. Every now and then I randomly have an image of my brother, sister and I waking up early to eat fresh muffins and play on the xbox.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
827,Woman,[Decline to Answer],F18,19,my dad teaching me to skate on the rink he built in the backyard,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
833,Man,[Decline to Answer],F18,18,"The most frequent recollection that has recurrently popped into my mind by itself within the most recent year is that of how I was on the beach while vacationing in Turkey this past summer. This vacation with my family was possibly the best yet, and whenever I recall it unconsciously my mind brings the beach to mind first, where my family and I simply sat around enjoying the sunset.",2,Middle Eastern,Canada,Iranian,[Decline to Answer],,,
834,Woman,[Decline to Answer],F18,19,"friends at work and us joking around, having fun",2,"South Asian (e.g. Pakistani, Indian)",Canada,[Decline to Answer],[Decline to Answer],,,
839,Woman,N/A,F18,18,"Camping with my family at Mikisew provincial Park. It was such a beautiful couple of days and my cousins and I had so much fun. We really made the most of our time there. We woke up very early to go fishing, then canoeing, kayaking, hiking, and having campfires. we also spent a lot of time together as a big family and It was so much fun",2,White/Caucasian,Canada,Canadian,N/A,,,
843,Woman,[Decline to Answer],F18,23,"a childhood interaction with my sister, before my youngest sister was born. I can't remember exactly what it was at this time.  These spontaneous recollections are hard to recall once there's been quite a while since they've happened.",2,"South Asian (e.g. Pakistani, Indian)",Canada,Canadian,[Decline to Answer],,,
846,Woman,[Decline to Answer],F18,19,orientation week during first year university,2,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
848,Woman,[Decline to Answer],F18,21,"my first sexual encounter with my current boyfriend. I remember where it was, when it happened and how nervous I was feeling due to my inexperience",2,Hispanic,Canada,Canadian,[Decline to Answer],,,
849,Woman,n/a,F18,18,My grandpa passed away last year and it was very difficult for me to handle. I constantly felt like he kept popping back into my mind and teasing me. It was hard to constantly think of him.,2,White/Caucasian,Canada,Canadian,n/a,,,
851,Woman,[Decline to Answer],F18,19,"Mostly just being romantic with someone, whom I dated for a month. Today marks one year since we started dating. Therefore I seem to be thinking about him quite a lot lately and our times together.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
853,Woman,[Decline to Answer],F18,23,"I was at home and the lights went out. I later found out it was due to a blown fuse. The lights going out, reminded me of when I was young and my mother used to tell us ghost stories every time the lights went out.",2,Black/African,Other African country,African,[Decline to Answer],,,
854,Woman,[Decline to Answer],F18,19,"I frequently have very comforting memories of rocking my baby brother to sleep or watching him sleep in his crib, I remember certain sounds he made when he slept and how he had his arms positioned etc.",2,White/Caucasian,Netherlands,European,[Decline to Answer],,,
855,Woman,[Decline to Answer],F18,25,"I often recount past social interactions with people. I have many recurrent memories. The most frequent being playing with my sister as a child. We shared a room with bunkbeds and we played with beanie babies a lot. We would have weddings, and plays, etc",2,"East Asian (e.g. Chinese, Japanese, Korean)",USA,American,n/a,,,
860,Woman,"did not answer ""different identity""",F18,19,Going to a cottage with my friends this summer. It was the first overnight trip that my group of friends and I have done together. It was a lot of fun and I would consider it one of the highlights of my summer.,2,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Canada,Vietnamese,did not answer other,,,
866,Man,[Decline to Answer],F18,18,Playing cards in a place that I used to live in with friends I rarely talk to anymore.,2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
868,Woman,na,F18,19,"I am at my cottage and my entire family is sitting on the beach. My cousins and brothers are playing in the water. My parents and aunts and uncles are sitting talking on the balcony, and I am sitting on the dock watching the water.",2,White/Caucasian,Canada,Canadian,na,,,
869,Woman,[Decline to Answer],F18,19,"The most frequent event involves an occasion seeing someone that I have not seen since, and won't see for a long time. In it I recall what we were doing and how happy I was.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
871,Woman,[Decline to Answer],F18,19,The memory that frequently comes up is a memory with my boyfriend when we went out for his birthday on a hike. I think about how we both had a good time and the area was very pretty.,2,"South Asian (e.g. Pakistani, Indian)",Canada,Indian (from India),[Decline to Answer],,,
873,Woman,[Decline to Answer],F18,20,"I remember the events that occurred in high detail, as well as the weather, and my emotions at the time.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
874,Woman,[Decline to Answer],F18,27,"dinner at my sisters house, and watching my son try to eat before his was totally physically able to. I still see his food dropping on the chair and how kind everyone was to him and congratulating him for trying so hard.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
877,Man,n/a,F18,22,a goal i scored in my soccer game. probably the best goal of my entire career,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
880,Man,[Decline to Answer],F18,21,Interacting with another person. Warm feelings. Scent of nature and the sounds of the night.,2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Chinese,[Decline to Answer],,,
883,Woman,[Decline to Answer],F18,20,"The memory is from the time of my sister's wedding. I recall being very happy at the time and the fact that there was a certain someone who was taking candid pictures of me made me feel special. Just to clarify, this special someone was not the professional photographer, rather a family friend who I had somewhat become friends with.",2,"South Asian (e.g. Pakistani, Indian)",Pakistan,Pakistani,[Decline to Answer],,,
886,Woman,[Decline to Answer],F18,21,The early stages of my relationship with my boyfriend often pop into mind. It is nice to think about how new every feeling and experience was with him. It is also nice looking back at how much we've grown together. One particular event that comes to mind frequently is when he walked out of his way to walk me home on the night that we first met.,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
887,Woman,[Decline to Answer],F18,18,"I often remember going to the hospital to visit my mother who had just given birth to my little sister. I remember putting on my favourite clothes and the car ride to the hospital that felt like forever. As well as, seeing my mother in the hospital bed with my new born sister in her arms.",2,Middle Eastern,Canada,Middle Eastern,[Decline to Answer],,,
892,Man,[Decline to Answer],F18,19,"In the past year I recollected a memory in which I was approximately 7 years old. It was a memory of me in a class in elementary school during a creative writing session. A few of my friends really enjoyed the story I came up with and mentioned it to the rest of the class, leading to me reading the story to the class who all also enjoyed it.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
893,Woman,[Decline to Answer],F18,19,The memory of the event is probably triggered by itself when I am in a happy mood outdoors or by certain songs. The recollection of the event every time the memory comes back. The recollection is mostly based on a feeling.,2,White/Caucasian,Romania,Romanian,[Decline to Answer],,,
894,Woman,[Decline to Answer],F18,18,my boyfriend and i having great times together. doing various things and just having a lot of fun together,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
895,Woman,[Decline to Answer],F18,18,Playing the piano as a child and my teacher praising me for doing well.,2,"South Asian (e.g. Pakistani, Indian)",Sri Lanka,Sri Lankan,[Decline to Answer],,,
896,Woman,Did not answer different identity,F18,18,"The most recent recollection that has recurrently popped into my mind, is going to the park with my grandmother. This is due to me seeing her every weekend and making sure I have time to go out of my daily activities and visit her. Also passing the park by my house always makes me remember this specific memory.",2,White/Caucasian,Canada,Romanian,[Decline to Answer],,,
897,Woman,[Decline to Answer],F18,18,swimming with me friend on vacation in grade 11,2,Black/African,Canada,Black/African-Canadian,[Decline to Answer],,,
899,Woman,[Decline to Answer],F18,18,I was in my uncle's cottage when I was around 9 years old. I was watching the TV. I walked into the main room to eat dinner at the table.,2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Canadian,[Decline to Answer],,,
900,Woman,[Decline to Answer],F18,17,"Something happened, and then every bit that memory would randomly pop up. It wasn't a bad experience, but it just kept popping ip.",2,Middle Eastern,Canada,Palestinian,[Decline to Answer],,,
902,Woman,[Decline to Answer],F18,20,Memory of family vacation. All of my family was together and we were very happy. We ate very good food and loved the scenery.,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
906,Man,i did not answer 'different identity',F18,20,"i was supposed to come to waterloo in 2017, but couldn't do so because of one grade; my best friend and I had flight in the same day. He left. I didn't. He doesn't talk much, so almost barely any contact happened in the months that followed. I started grinding the books again and the other students in my batch moved on. I started doing courses with junior students. Then all of a sudden, after i came home from an exam i see my best friend lying on my bed. He gave a surprise visit after not talking properly for 4 months. That was the fuel for me that got me landed in uw. This entire series come to me as one piece of memory",2,"South Asian (e.g. Pakistani, Indian)",UK,Bangladesh,i did not answer 'other',,,
907,Woman,[Decline to Answer],F18,17,I was four years old and living in California with my family. I was playing on my playground in my backyard with my two siblings and my parents.,2,"South Asian (e.g. Pakistani, Indian)",USA,Other not listed,[Decline to Answer],,,
909,Man,[Decline to Answer],F18,19,High school trip to Europe,2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Cantonese,[Decline to Answer],,,
910,Woman,[Decline to Answer],F18,17,"The most frequent recollection that has recurrently popped into my mind was when me and my family went on a cruise. I specifically recall when all my cousins and I were sitting at a table and talking about how we felt about abortion and all these other controversial issues. I remember where everyone was sitting and how I felt so close to my family at that point,",2,"South Asian (e.g. Pakistani, Indian)",Canada,Canadian,[Decline to Answer],,,
911,Woman,I answered female,F18,20,This summer I have travelled to Europe with my best friend. On this trip we had many ups and downs beginning with missing our trains and ending with drinking coffee every morning on our balcony.,2,White/Caucasian,Germany,European,[Decline to Answer],,,
918,Man,Not applicable,F18,17,I was browsing the internet one day and all of a sudden a random song that I used to like from many years ago popped into my head. The chorus of the song randomly popped up in my head and I had to search it up on Youtube and listen too it. I've had similar encounters many times and they're very much appreciated.,2,"South Asian (e.g. Pakistani, Indian)",Canada,Indian (from India),Not applicable,,,
919,Woman,[Decline to Answer],F18,17,very specific memory of fishing at camp while it was raining as a child,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
920,Woman,[Decline to Answer],F18,19,"Went to a music festival called boots and hearts. I remember being in the hot sun drinking, eating, and listening to some of my favourite artists throughout the day.",2,White/Caucasian,UK,British/English,[Decline to Answer],,,
922,Woman,[Decline to Answer],F18,18,I was in the states with my family and stood by my cousins side for the entire trip. I cried so much when I saw him after so many years. This memory was always something I had thought of.,2,"South Asian (e.g. Pakistani, Indian)",India,Indian (from India),[Decline to Answer],,,
923,Woman,[Decline to Answer],F18,17,"Laying in bed with my girlfriend when we first started seeing each other. I was extremely nervous, but very happy. I mostly remember how I felt in the moment.",2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
924,Man,[Decline to Answer],F18,21,The event was of spending time with someone of importance to me. I had anticipated the event for a long period of time. Several enjoyable hours were spent walking outside and talking. Certain moments of that event pop into my head when I am bored or when I am reminded of certain topics that were discussed during that event.,2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Canadian,[Decline to Answer],,,
925,Woman,[Decline to Answer],F18,17,A friend who gets along with everyone but doesn't let people in easily suddenly compliments me,2,"Southeast Asian (e.g. Filipino, Vietnamese, Indonesian)",Indonesia,Indonesian,[Decline to Answer],,,
926,Woman,N/A,F18,17,The trip my family and I took during summer vacation to Alberta. My memory consists of the activities we did and the places we went to.,2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,N/A,,,
929,Man,[Decline to Answer],F18,17,Seeing a person for the first time right outside my quad. I was surprised by the shirt the person was wearing. It said something pretty weird.,2,Middle Eastern,Other Asian country,Arab,[Decline to Answer],,,
932,Woman,[Decline to Answer],F18,18,"Over the summer, I travelled to a South American country to an all-inclusive resort. It was altogether an amazing trip but there was one night in particular that was quite fun. Moments of that night resurface in my mind from time to time when I'm bored.",2,Middle Eastern,Canada,Canadian,[Decline to Answer],,,
933,Woman,[Decline to Answer],F18,18,I sometimes spontaneously remember my vacation trips,2,"South Asian (e.g. Pakistani, Indian)",Pakistan,Pakistani,[Decline to Answer],,,
936,Man,[Decline to Answer],F18,19,"The memory will occasionally pop up when I get bored and want to go back to a positive experience. Although I do not remember every little detail about it, I can visualize and recollect details very well. It will also come into mind subconsciously by accident.",2,"East Asian (e.g. Chinese, Japanese, Korean)",Canada,Canadian,[Decline to Answer],,,
937,Woman,n/a,F18,19,playing football with my crush and he picked me up and spun me around teasing me for being so little.,2,White/Caucasian,Canada,Canadian,n/a,,,
939,Woman,[Decline to Answer],F18,21,When my boyfriend and I started dating.,2,White/Caucasian,Canada,Canadian,[Decline to Answer],,,
941,Woman,[Decline to Answer],F18,18,Memories with friends from our last year in high school.,2,"South Asian (e.g. Pakistani, Indian)",Canada,Canadian,[Decline to Answer],,,
942,Woman,[Decline to Answer],F18,18,"The memory that is recurring would be my experiences at Boots and Hearts Music Festival. I keep thinking about the artists that I saw perform live and I recall how much fun I had there making friends, listening to music and eating food. Usually whenever I listen to a song by a performer I have seen in the past it makes me think about the fun times at the festival.",2,"East Asian (e.g. Chinese, Japanese, Korean)",China,Canadian,[Decline to Answer],,,
945,Man,[Decline to Answer],F18,NA,the most recent recurrent memory was of a prior football game. it felt like the same play that happened before or I read the play the same way as I did before. it made that memory highly recognized as I was doing the right thing,2,Aboriginal  (First Nations),[Decline to Answer],[Decline to Answer],[Decline to Answer],,,
